container      , method, 33, 61, 109, 197, 355, 640, 1151, 2072, 3728, 6708, 12070, 21718, 39077, 70313, 126515, 227642, 409600, 
std_mhash_32   , foreach, 4.77576, 1.63279, 1.4, 1.30152, 1.43606, 2.21594, 3.43371, 4.26409, 4.65429, 6.92376, 7.63508, 9.03427, 10.0415, 12.1429, 30.6743, 50.7161, 50.4197, 
std_mhash_32   , find, 31.7152, 23.0525, 21.2771, 24.3787, 29.9256, 23.7219, 23.6568, 23.7635, 24.3104, 24.5739, 30.9902, 32.2942, 35.1442, 48.8009, 62.2871, 94.1627, 123.175, 
std_mhash_32   , erase, 156.8, 126.049, 136.039, 120.185, 129.342, 129.982, 122.915, 118.251, 121.873, 124.938, 126.003, 158.795, 155.349, 178.918, 225.402, 269.019, 295.649, 
trb_mset_64    , insert_o, 182.024, 84.3213, 86.8422, 92, 96.4766, 100.861, 108.344, 115.241, 118.653, 126.505, 134.581, 153.343, 169.76, 204.441, 208.743, 240.749, 258.798, 
trb_mset_64    , insert_r, 218.897, 98.2656, 95.0018, 119.579, 113.861, 126.697, 135.199, 143.924, 148.564, 174.391, 192.373, 206.763, 242.672, 292.532, 354.788, 435.734, 558.422, 
trb_mset_64    , foreach, 9.93333, 6.85246, 6.90596, 6.48629, 6.68901, 7.54094, 8.12459, 13.7109, 9.19802, 18.3196, 27.5572, 21.0953, 20.0277, 40.6979, 70.2894, 81.8343, 89.4976, 
trb_mset_64    , find, 42.703, 40.7541, 45.4656, 59.469, 64.1307, 58.9691, 65.3289, 78.3889, 81.4822, 102.693, 125.838, 144.989, 190.896, 227.413, 319.799, 403.634, 525.266, 
trb_mset_64    , erase, 164.945, 170.489, 167.817, 158.341, 191.153, 197.971, 207.716, 220.155, 237.011, 253.598, 290.146, 338.687, 355.85, 401.221, 526.548, 643.882, 746.273, 
std_mset_64    , insert_o, 114.63, 81.4984, 77.4477, 76.8203, 87.7324, 88.3384, 86.0141, 94.034, 101.777, 99.5172, 120.815, 151.775, 158.463, 157.466, 174.286, 192.417, 205.355, 
std_mset_64    , insert_r, 148.594, 102.013, 95.6826, 109.271, 101.253, 119.884, 121.348, 122.417, 136.429, 148.803, 174.944, 190.394, 208.009, 253.506, 318.454, 409.656, 520.861, 
std_mset_64    , foreach, 15.2061, 9.07541, 7.93211, 7.27716, 7.22606, 7.72, 8.21738, 8.43079, 12.4433, 15.5642, 16.0353, 20.0472, 18.8747, 47.5726, 68.7387, 84.4462, 90.5549, 
std_mset_64    , find, 40.8848, 36.5016, 38.2569, 41.7685, 47.0158, 52.3534, 57.7639, 67.5598, 81.3038, 96.5773, 109.713, 124.485, 154.892, 203.988, 317.359, 390.697, 480.188, 
std_mset_64    , erase, 148.515, 133.6, 149.371, 135.675, 155.963, 151.161, 150.995, 152.787, 175.699, 183.276, 230.502, 277.085, 277.515, 358.679, 444.278, 523.326, 650.056, 
std_mhash_64   , insert_o, 194.945, 126.741, 122.347, 109.984, 105.592, 99.4978, 89.4485, 98.8762, 101.309, 101.823, 89.3184, 93.6505, 102.345, 109.326, 99.1186, 109.203, 108.881, 
std_mhash_64   , insert_r, 230.376, 181.492, 153.56, 129.997, 124.646, 124.573, 127.182, 110.423, 126.177, 139.921, 124.719, 135.669, 173.63, 184.663, 281.49, 350.668, 346.375, 
std_mhash_64   , foreach, 6.58182, 1.77049, 1.50642, 1.56954, 2.41352, 4.34344, 4.91416, 5.56207, 8.64785, 11.3511, 12.2491, 14.5437, 21.292, 29.9649, 49.2665, 68.5496, 62.4581, 
std_mhash_64   , find, 30.2545, 22.0918, 20.7358, 23.9543, 29.4879, 27.1231, 23.5046, 25.1986, 25.4812, 26.6982, 33.1814, 34.5963, 45.6297, 57.8242, 72.7234, 102.219, 127.763, 
std_mhash_64   , erase, 152.691, 123.99, 119.538, 118.885, 117.763, 117.138, 124.211, 116.752, 120.389, 121.256, 126.576, 160.241, 181.252, 205.335, 251.946, 311.644, 310.716, 
trb_mset_128   , insert_o, 198.43, 85.718, 92.5468, 93.668, 98.1493, 106.088, 113.784, 123.459, 125.616, 131.727, 146.921, 170.634, 211.392, 261.915, 240.019, 276.521, 297.996, 
trb_mset_128   , insert_r, 247.727, 128.875, 102.675, 106.311, 119.57, 139.475, 157.344, 160.802, 173.182, 205.042, 235.228, 258.784, 312.607, 374.426, 403.221, 515.174, 637.672, 
trb_mset_128   , foreach, 9.34848, 9.18443, 8.54495, 8.49492, 8.6338, 9.5675, 12.5103, 18.4799, 15.0718, 20.019, 24.6675, 26.4168, 27.8476, 52.0601, 80.0708, 90.4672, 94.0858, 
trb_mset_128   , find, 48.2364, 46.0984, 50.5688, 66.0751, 65.9966, 67.3884, 80.897, 89.6447, 94.8575, 116.426, 139.829, 155.834, 191.063, 243.391, 345.105, 433.401, 557.697, 
trb_mset_128   , erase, 169.067, 176.43, 169.961, 163.762, 188.153, 202.225, 212.29, 231.958, 248.997, 273.016, 296.084, 345.574, 391.102, 492.133, 577.891, 711.128, 849.732, 
std_mset_128   , insert_o, 113.448, 83.9574, 78.8807, 76.9888, 77.0642, 82.9734, 85.7289, 87.2382, 98.4073, 119.182, 123.895, 130.105, 151.458, 162.689, 180.139, 207.103, 222.822, 
std_mset_128   , insert_r, 146.333, 95.2492, 90.6147, 94.2528, 93.5189, 100.858, 109.04, 116.654, 138.29, 169.213, 180.072, 206.346, 238.616, 264.04, 362.494, 473.615, 590.344, 
